substancia,ean,produto,pmvg
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Similar,"31,34"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Similar,"94,00"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Genérico,"29,65"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Genérico,"68,43"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Genérico,"205,32"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Genérico,"26,39"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Novo,"44,25"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Novo,"55,66"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Genérico,"26,46"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Genérico,"79,39"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Genérico,"24,93"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Genérico,"64,02"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Genérico,"24,93"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Similar,"33,09"
DICLORIDRATO DE LEVOCETIRIZINA,    -     ,Similar,"99,27"
DICLORIDRATO DE LEVOCETIRIZINA;MONTELUCASTE DE SÓDIO,    -     ,Similar,"40,62"
DICLORIDRATO DE LEVOCETIRIZINA;MONTELUCASTE DE SÓDIO,    -     ,Similar,"81,26"
DICLORIDRATO DE LEVOCETIRIZINA;MONTELUCASTE DE SÓDIO,    -     ,Genérico,"26,41"
DICLORIDRATO DE LEVOCETIRIZINA;MONTELUCASTE DE SÓDIO,    -     ,Genérico,"52,81"
DICLORIDRATO DE LEVOCETIRIZINA;MONTELUCASTE DE SÓDIO,    -     ,Similar,"40,62"
DICLORIDRATO DE LEVOCETIRIZINA;MONTELUCASTE DE SÓDIO,    -     ,Similar,"81,26"
DICLORIDRATO DE MANIDIPINO,    -     ,Novo,"65,43"
DICLORIDRATO DE MANIDIPINO,    -     ,Novo,"120,98"
DICLORIDRATO DE MANIDIPINO,    -     ,Novo,"125,95"
DICLORIDRATO DE MANIDIPINO,    -     ,Novo,"232,54"
DICLORIDRATO DE MANIDIPINO,    -     ,Genérico,"83,22"
DICLORIDRATO DE MANIDIPINO,    -     ,Genérico,"166,48"
DICLORIDRATO DE MECLOZINA,    -     ,Novo,"2,19"
DICLORIDRATO DE MECLOZINA,    -     ,Novo,"7,24"
DICLORIDRATO DE MECLOZINA,    -     ,Novo,"3,95"
DICLORIDRATO DE MECLOZINA,    -     ,Novo,"9,89"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"16,49"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"29,70"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"4,39"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"10,97"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"16,49"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"7,91"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"19,80"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"29,70"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"11,13"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"16,70"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"20,06"
DICLORIDRATO DE MECLOZINA MONOIDRATADO,    -     ,Novo,"30,07"
DICLORIDRATO DE MOMELOTINIBE MONOIDRATADO,    -     ,Novo,"12429,77"
DICLORIDRATO DE MOMELOTINIBE MONOIDRATADO,    -     ,Novo,"18644,64"
DICLORIDRATO DE MOMELOTINIBE MONOIDRATADO,    -     ,Novo,"24859,52"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"140,77"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"281,54"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"19,71"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"59,12"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"36,89"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"110,74"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"221,48"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"62,30*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"187,72*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"18,02"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"54,07"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"33,74"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"101,23"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"202,49"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"41,99*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"95,84*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"288,78*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"108,30"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"216,58"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"433,16"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"36,09"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"108,29"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"72,17"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"216,58"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"433,16"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"26,60*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"57,66*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"173,79*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"5,74"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"15,66"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"17,26"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"34,53"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"11,53"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"34,56"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"69,15"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"238,73"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"45,45"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"107,89"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"136,31"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"272,67"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"719,26"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"9,49*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"40,77*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"20,88*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"89,36*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"59,84*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"256,59*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"107,75*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"238,65*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Similar,"693,80*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"27,29*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"62,30*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"187,72*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"187,72*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"625,65*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"26,88*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"62,02*"
DICLORIDRATO DE PRAMIPEXOL,    -     ,Genérico,"185,05*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"70,39"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Similar,"17,33*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Similar,"11,54*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Similar,"34,64*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Similar,"138,66*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Similar,"11,73"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Similar,"23,46"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"27,22*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"54,50*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"90,90*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"181,87*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"27,22*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"54,50*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"90,90*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"181,87*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"62,23*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"124,52*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"207,58*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"415,28*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"62,23*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"124,52*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"207,58*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"415,28*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"187,65*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"375,36*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"1251,39*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"187,65*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"375,36*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"625,65*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"1251,39*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"26,13*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"261,62*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"59,68*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"597,02*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"179,91*"
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,    -     ,Genérico,"1799,15*"
DICLORIDRATO DE SAPROPTERINA,    -     ,Novo,"3274,73"
DICLORIDRATO DE TRIENTINA,    -     ,Novo,"3321,40"
DICLORIDRATO DE TRIENTINA,    -     ,Novo,"6642,77"
DICLORIDRATO DE TRIENTINA,    -     ,Novo,"22142,58"
DICLORIDRATO DE TRIFLUOPERAZINA,    -     ,Similar,"7,92"
DICLORIDRATO DE TRIFLUOPERAZINA,    -     ,Similar,"11,40"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"15,90"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"59,60"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"119,20"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"40,02"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"80,03"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"16,44"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"20,54"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"30,80"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"41,03"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"61,58"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"102,60"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"123,13"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"16,44"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"20,54"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"30,80"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"41,03"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"61,58"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"102,60"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"123,13"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"16,35"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"61,28"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"122,59"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"40,02"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"80,01"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"20,53"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"61,56"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"123,12"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"10,68"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"13,34"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"20,02"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"26,67"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"40,02"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"66,69"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"80,03"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"16,44"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"20,54"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"30,80"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"41,03"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"61,58"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"102,60"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"123,13"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Novo,"61,56"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Novo,"123,12"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Novo,"131,98"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Novo,"79,18"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Novo,"29,82"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Novo,"59,61"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Novo,"119,27"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"10,67"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"13,34"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"20,00"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"26,68"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"40,01"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"66,69"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"80,03"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"133,37"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"61,55"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"123,13"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"40,02"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"80,03"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"16,44"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"20,54"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"30,80"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"41,03"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"61,58"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"102,60"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"123,13"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"20,20"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Similar,"121,21"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"40,02"
DICLORIDRATO DE TRIMETAZIDINA,    -     ,Genérico,"80,03"
DICLORIDRATO DE ZUCLOPENTIXOL,    -     ,Novo,"36,61"
DICLORIDRATO DE ZUCLOPENTIXOL,    -     ,Novo,"80,05"
DIDROGESTERONA,    -     ,Novo,"23,23"
DIDROGESTERONA,    -     ,Novo,"46,60"
DIENOGESTE,    -     ,Genérico,"45,78"
DIENOGESTE,    -     ,Similar,"162,17"
DIENOGESTE,    -     ,Similar,"126,74"
DIENOGESTE,    -     ,Similar,"42,25"
DIENOGESTE,    -     ,Similar,"126,74"
DIENOGESTE,    -     ,Genérico,"87,76"
DIENOGESTE,    -     ,Genérico,"175,53"
DIENOGESTE,    -     ,Genérico,"263,28"
DIENOGESTE,    -     ,Genérico,"526,57"
DIENOGESTE,    -     ,Genérico,"94,04"
DIENOGESTE,    -     ,Similar,"121,57"
DIENOGESTE,    -     ,Similar,"243,12"
DIENOGESTE,    -     ,Similar,"364,68"
DIENOGESTE,    -     ,Similar,"130,25"
DIENOGESTE,    -     ,Similar,"189,16"
DIENOGESTE,    -     ,Similar,"567,50"
DIENOGESTE,    -     ,Genérico,"131,77"
DIENOGESTE,    -     ,Genérico,"86,42"
DIENOGESTE,    -     ,Genérico,"202,26"
DIENOGESTE,    -     ,Similar,"67,10"
DIENOGESTE,    -     ,Similar,"150,77"
DIENOGESTE,    -     ,Genérico,"87,76"
DIENOGESTE,    -     ,Genérico,"175,53"
DIENOGESTE,    -     ,Genérico,"263,28"
DIENOGESTE,    -     ,Genérico,"94,04"
DIENOGESTE,    -     ,Similar,"132,91"
DIENOGESTE,    -     ,Similar,"69,88"
DIENOGESTE,    -     ,Genérico,"87,76"
DIENOGESTE,    -     ,Genérico,"175,53"
DIENOGESTE,    -     ,Genérico,"263,28"
DIENOGESTE,    -     ,Genérico,"94,04"
DIENOGESTE,    -     ,Similar,"121,57"
DIENOGESTE,    -     ,Similar,"243,12"
DIENOGESTE,    -     ,Similar,"364,68"
DIENOGESTE,    -     ,Similar,"130,25"
DIENOGESTE,    -     ,Genérico,"94,02"
DIENOGESTE,    -     ,Genérico,"188,05"
DIENOGESTE,    -     ,Genérico,"90,11"
DIENOGESTE,    -     ,Genérico,"87,76"
DIENOGESTE,    -     ,Genérico,"175,53"
DIENOGESTE,    -     ,Genérico,"263,28"
DIENOGESTE,    -     ,Genérico,"94,04"
DIENOGESTE,    -     ,Similar,"117,23"
DIENOGESTE,    -     ,Similar,"234,44"
DIENOGESTE,    -     ,Similar,"351,69"
DIENOGESTE,    -     ,Similar,"125,62"
DIENOGESTE,    -     ,Novo,"135,01"
DIENOGESTE;VALERATO DE ESTRADIOL,    -     ,Novo,"41,32"
DIETILESTILBESTROL,    -     ,Novo,"37,85"
DIFOSFATO DE CLOROQUINA,    -     ,Similar,"167,85*"
DIFOSFATO DE CLOROQUINA,    -     ,Similar,"8,40*"
DIFOSFATO DE CLOROQUINA,    -     ,Similar,"56,18*"
DIFOSFATO DE CLOROQUINA,    -     ,Similar,"290,75*"
DIFOSFATO DE CLOROQUINA,    -     ,Similar,"54,87*"
DIFOSFATO DE CLOROQUINA,    -     ,Similar,"54,87*"
DIFOSFATO DE PRIMAQUINA,    -     ,Novo,"1027,20*"
DIFOSFATO DE PRIMAQUINA,    -     ,Novo,"305,71*"
DIGOXINA,    -     ,Genérico,"6,45"
DIGOXINA,    -     ,Genérico,"12,36"
DIGOXINA,    -     ,Similar,"68,12*"
DIGOXINA,    -     ,Genérico,"374,10"
DIGOXINA,    -     ,Genérico,"8,18"
DIGOXINA,    -     ,Genérico,"44,74"
DIGOXINA,    -     ,Genérico,"11,85"
DIMALEATO DE AFATINIBE,    -     ,Novo,"3545,95"
DIMALEATO DE AFATINIBE,    -     ,Novo,"4727,95"
DIMENIDRINATO,    -     ,Similar,"20,43"
DIMENIDRINATO,    -     ,Similar,"35,57"
DIMENIDRINATO,    -     ,Novo,"20,50"
DIMENIDRINATO,    -     ,Novo,"35,64"
DIMENIDRINATO,    -     ,Novo,"355,47"
DIMENIDRINATO,    -     ,Novo,"710,93"
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,    -     ,Similar,"8,51"
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,    -     ,Genérico,"5,86"
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,    -     ,Similar,"81,72"
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,    -     ,Similar,"9,03"
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,    -     ,Similar,"9,02"
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,    -     ,Similar,"8,60"
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,    -     ,Similar,"10,37"
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,    -     ,Novo,"14,20"
DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA,    -     ,Novo,"13,54"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"260,52"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"310,85"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"327,17"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"176,94"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"214,56"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"214,56"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"176,94"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"214,56"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"214,56"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"176,94"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"214,56"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"214,56"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"291,64"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"353,67"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"353,67"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Novo,"322,32"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"189,57"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"182,76"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"304,60"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"353,67"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"189,57"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"189,57"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"322,32"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"272,20"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"330,08"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"330,08"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Novo,"272,20"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Novo,"330,08"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Novo,"330,08"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"189,57"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"266,92"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"325,16"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"325,47"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"189,57"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"291,65"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"353,67"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"353,67"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"240,61"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"291,77"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"291,77"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"176,94"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"214,56"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"214,56"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"272,20"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"330,08"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Similar,"330,08"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"189,57"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMESILATO DE LISDEXANFETAMINA,    -     ,Genérico,"229,88"
DIMETICONA;CLORIDRATO DE METOCLOPRAMIDA;PEPSINA,    -     ,Novo,"12,40"
DIMETICONA;HIDROXIDO DE MAGNESIO;HIDROXIDO DE ALUMÍNIO,    -     ,Específico,"29,45"
DIMETILSULFÓXIDO DE TRAMETINIBE,    -     ,Novo,"19126,09"
DIMETILSULFÓXIDO DE TRAMETINIBE,    -     ,Novo,"4781,51"
DINITRATO DE ISOSSORBIDA,    -     ,Similar,"8,40"
DINITRATO DE ISOSSORBIDA,    -     ,Similar,"8,81"
DINOPROSTONA,    -     ,Similar,"259,15"
DIOSMINA,    -     ,Específico,"15,27"
DIOSMINA,    -     ,Específico,"28,61"
DIOSMINA,    -     ,Específico,"57,24"
DIOSMINA;FLAVONÓIDES EXPRESSOS EM HESPERIDINA,    -     ,Específico,"33,09"
DIOSMINA;FLAVONÓIDES EXPRESSOS EM HESPERIDINA,    -     ,Específico,"99,27"
DIOSMINA;FLAVONÓIDES EXPRESSOS EM HESPERIDINA,    -     ,Específico,"16,57"
