classe,codigo,descricao,unidade,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
Estrutura e Trama para Cobertura,92573,"TRAMA DE AÇO COMPOSTA POR RIPAS PARA TELHADOS DE MAIS DE 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL, EXCLUSIVE PINTURA. AF_10/2025",M2,0.1237,0.0985,0.1343,0.1043,0.1312,0.1174,0.1186,0.1445,0.1061,0.1113,0.1189,0.1196,0.1126,0.1257,0.0984,0.1033,0.1033,0.1444,0.1675,0.1049,0.0547,0.1211,0.1237,0.138,0.109,0.1465,0.1032
Estrutura e Trama para Cobertura,92574,"TRAMA DE AÇO COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA CERÂMICA CAPA-CANAL, INCLUSO TRANSPORTE VERTICAL, EXCLUSIVE PINTURA. AF_10/2025",M2,0.1564,0.1232,0.1698,0.1324,0.1644,0.1494,0.1499,0.1811,0.1351,0.1415,0.1499,0.1511,0.1422,0.1597,0.1255,0.133,0.1309,0.1817,0.2082,0.1341,0.0717,0.1533,0.1552,0.1733,0.1388,0.184,0.1317
Estrutura e Trama para Cobertura,92568,"TRAMA DE AÇO COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL, EXCLUSIVE PINTURA. AF_10/2025",M2,0.1394,0.1098,0.1519,0.1175,0.1464,0.1333,0.1337,0.1616,0.1201,0.126,0.1336,0.1345,0.1266,0.1426,0.1118,0.1188,0.1167,0.1626,0.1864,0.1194,0.0629,0.1366,0.1384,0.155,0.1235,0.1647,0.1171
Estrutura e Trama para Cobertura,92577,"TRAMA DE AÇO COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE MAIS DE 2 ÁGUAS PARA TELHA CERÂMICA CAPA-CANAL, INCLUSO TRANSPORTE VERTICAL, EXCLUSIVE PINTURA. AF_10/2025",M2,0.1665,0.1317,0.1803,0.1415,0.1752,0.1594,0.1596,0.1926,0.1441,0.1507,0.1597,0.1612,0.1516,0.17,0.1339,0.1419,0.1395,0.1929,0.2212,0.1427,0.0766,0.1632,0.1654,0.1844,0.148,0.1954,0.1403
Estrutura e Trama para Cobertura,92571,"TRAMA DE AÇO COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE MAIS DE 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL, EXCLUSIVE PINTURA. AF_10/2025",M2,0.1599,0.1263,0.1733,0.1356,0.1684,0.153,0.1532,0.1851,0.1382,0.1447,0.1533,0.1547,0.1455,0.1632,0.1283,0.1361,0.1339,0.1855,0.2129,0.137,0.0733,0.1566,0.1588,0.1772,0.142,0.188,0.1346
Estrutura e Trama para Cobertura,92581,"TRAMA DE AÇO COMPOSTA POR TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA ESTRUTURAL DE FIBROCIMENTO, INCLUSO TRANSPORTE VERTICAL, EXCLUSIVE PINTURA. AF_10/2025",M2,0.2007,0.163,0.2167,0.1718,0.2107,0.1923,0.1932,0.2306,0.1748,0.1823,0.1937,0.1946,0.1847,0.2044,0.1634,0.1715,0.1705,0.231,0.2631,0.173,0.0929,0.1968,0.2004,0.2216,0.1791,0.2338,0.1703
Estrutura e Trama para Cobertura,104314,"TRAMA DE AÇO COMPOSTA POR TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO TRANSPORTE VERTICAL (EM KG). EXCLUSIVE PINTURA. AF_10/2025_PS",KG,0.2229,0.1816,0.2398,0.1925,0.2343,0.2134,0.2142,0.256,0.1951,0.2021,0.2152,0.2162,0.2046,0.2265,0.1819,0.1908,0.1893,0.2556,0.2912,0.1931,0.1052,0.2183,0.2237,0.2458,0.1995,0.2591,0.1891
Estrutura e Trama para Cobertura,92580,"TRAMA DE AÇO COMPOSTA POR TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO TRANSPORTE VERTICAL, EXCLUSIVE PINTURA. AF_10/2025_PS",M2,0.2239,0.1824,0.2408,0.1929,0.2356,0.2145,0.2156,0.2567,0.1956,0.2039,0.2162,0.2177,0.2064,0.2277,0.1829,0.1915,0.1907,0.2564,0.2918,0.1936,0.1055,0.2197,0.224,0.2468,0.2006,0.2596,0.1905
Estrutura e Trama para Cobertura,92539,"TRAMA DE MADEIRA COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL. AF_10/2025",M2,0.415,0.3987,0.4982,0.4126,0.4085,0.3564,0.3776,0.3837,0.4229,0.3687,0.3198,0.3311,0.3859,0.4095,0.3859,0.3461,0.4097,0.3554,0.3998,0.3181,0.4111,0.4918,0.3912,0.2351,0.3946,0.3761,0.357
Estrutura e Trama para Cobertura,92540,"TRAMA DE MADEIRA COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE MAIS QUE 2 ÁGUAS PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL. AF_10/2025",M2,0.4501,0.4344,0.5321,0.4481,0.4433,0.3896,0.4125,0.4185,0.4616,0.4033,0.3518,0.3631,0.4207,0.4445,0.4225,0.3797,0.4447,0.3885,0.435,0.3496,0.4456,0.5291,0.424,0.2616,0.4298,0.4086,0.3901
Estrutura e Trama para Cobertura,92544,"TRAMA DE MADEIRA COMPOSTA POR TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA ESTRUTURAL DE FIBROCIMENTO, INCLUSO TRANSPORTE VERTICAL. AF_10/2025",M2,0.3672,0.3569,0.4405,0.366,0.3591,0.3083,0.3333,0.3374,0.388,0.325,0.2763,0.2849,0.3407,0.3606,0.3476,0.3021,0.3628,0.3071,0.3531,0.2745,0.3612,0.4485,0.3358,0.1981,0.3482,0.3209,0.31
Estrutura e Trama para Cobertura,92543,"TRAMA DE MADEIRA COMPOSTA POR TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO TRANSPORTE VERTICAL. AF_10/2025",M2,0.3628,0.3516,0.4371,0.3619,0.355,0.3052,0.329,0.3339,0.3821,0.3209,0.2731,0.282,0.3367,0.357,0.3429,0.2987,0.3584,0.304,0.349,0.2712,0.3566,0.4434,0.3336,0.1956,0.3439,0.3185,0.3061
Estruturas Pré-Fabricadas e Pré-Moldadas,97740,"PEÇA CIRCULAR PRÉ-MOLDADA, VOLUME DE CONCRETO ACIMA DE 100 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,0.3032,0.3338,0.3613,0.2888,0.4045,0.3862,0.4029,0.4168,0.3607,0.3614,0.401,0.364,0.338,0.3579,0.3879,0.3869,0.3226,0.462,0.4785,0.3502,0.3009,0.3321,0.3665,0.4098,0.3556,0.4801,0.3449
Estruturas Pré-Fabricadas e Pré-Moldadas,97738,"PEÇA CIRCULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 10 A 30 LITROS, TAXA DE FIBRA DE POLIPROPILENO APROXIMADA DE 6 KG/M³. AF_03/2024_PS",M3,0.5502,0.5915,0.6213,0.526,0.6664,0.6413,0.6735,0.6744,0.5917,0.6182,0.659,0.621,0.5898,0.6162,0.683,0.6535,0.5616,0.7224,0.7341,0.6027,0.5158,0.5907,0.6124,0.6575,0.6323,0.7306,0.5961
Estruturas Pré-Fabricadas e Pré-Moldadas,97739,"PEÇA CIRCULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 30 A 100 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,0.4805,0.5237,0.55,0.4633,0.5942,0.5771,0.5998,0.6081,0.5441,0.55,0.5914,0.557,0.5238,0.5439,0.5887,0.5829,0.5015,0.6579,0.6745,0.5377,0.4721,0.5151,0.5593,0.5969,0.5501,0.6735,0.5307
Estruturas Pré-Fabricadas e Pré-Moldadas,97736,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO ACIMA DE 100 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,0.3066,0.353,0.3666,0.2954,0.4086,0.4044,0.4029,0.4345,0.3956,0.3725,0.4096,0.381,0.3523,0.3616,0.3756,0.3931,0.3389,0.4667,0.492,0.3732,0.3337,0.327,0.3927,0.4258,0.3604,0.4968,0.3569
Estruturas Pré-Fabricadas e Pré-Moldadas,97734,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 10 A 30 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,0.6075,0.6606,0.6705,0.5948,0.7079,0.7055,0.7069,0.7305,0.6935,0.6773,0.7113,0.6868,0.6568,0.6652,0.6891,0.6998,0.6395,0.76,0.7811,0.6748,0.63,0.6334,0.698,0.7203,0.6693,0.7815,0.6617
Estruturas Pré-Fabricadas e Pré-Moldadas,97735,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 30 A 100 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,0.5369,0.596,0.6048,0.5249,0.6457,0.6452,0.6455,0.6733,0.635,0.6127,0.651,0.6237,0.591,0.5982,0.6228,0.6367,0.5731,0.704,0.73,0.6128,0.5654,0.5611,0.6374,0.6613,0.6031,0.7301,0.5961
Estruturas Pré-Fabricadas e Pré-Moldadas,97737,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 30 A 70 LITROS, TAXA DE AÇO APROXIMADA DE 70KG/M³. AF_03/2024",M3,0.4967,0.5323,0.5556,0.4819,0.6038,0.5925,0.5995,0.6059,0.5873,0.5676,0.601,0.5646,0.5429,0.562,0.5748,0.5887,0.5325,0.6547,0.6772,0.555,0.5129,0.5292,0.5799,0.6112,0.5446,0.681,0.5533
Estruturas Pré-Fabricadas e Pré-Moldadas,97733,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE ATÉ 10 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",M3,0.5995,0.6447,0.6598,0.5872,0.7017,0.6949,0.6979,0.7141,0.6829,0.6691,0.7017,0.6712,0.6468,0.6608,0.6828,0.691,0.6318,0.7491,0.7696,0.6616,0.6149,0.6289,0.6833,0.7093,0.6572,0.7708,0.6541
"Estruturas de Contenção - Estacas, Paredes Diafragma e Mureta Guia",98616,CONTENÇÃO EM CORTINA COM ESTACAS ESPAÇADAS COM 30 CM DE DIÂMETRO E PROFUNDIDADE ATÉ 20 METROS. AF_02/2025,M2,0.0786,0.1172,0.1222,0.1022,0.1561,0.1502,0.1464,0.1419,0.1444,0.1348,0.1641,0.1236,0.121,0.137,0.1299,0.147,0.1328,0.1804,0.1914,0.1355,0.1151,0.1124,0.1499,0.1557,0.1312,0.1933,0.1249
"Estruturas de Contenção - Estacas, Paredes Diafragma e Mureta Guia",98619,CONTENÇÃO EM CORTINA COM ESTACAS ESPAÇADAS COM 40 CM DE DIÂMETRO E PROFUNDIDADE ATÉ 20 METROS. AF_02/2025,M2,0.0551,0.0885,0.0908,0.075,0.1179,0.1143,0.1109,0.1077,0.1076,0.1004,0.1258,0.0922,0.0898,0.102,0.0975,0.1121,0.0999,0.1389,0.1479,0.1032,0.0851,0.0815,0.1152,0.1182,0.1006,0.1491,0.0928
"Estruturas de Contenção - Estacas, Paredes Diafragma e Mureta Guia",98622,CONTENÇÃO EM CORTINA COM ESTACAS ESPAÇADAS COM 50 CM DE DIÂMETRO E PROFUNDIDADE ATÉ 20 METROS. AF_02/2025,M2,0.0619,0.0911,0.0946,0.0794,0.124,0.119,0.1173,0.11,0.1166,0.1069,0.1277,0.0969,0.0953,0.109,0.1029,0.1162,0.105,0.1444,0.1521,0.1057,0.0897,0.0891,0.1151,0.124,0.1013,0.1554,0.1003
"Estruturas de Contenção - Estacas, Paredes Diafragma e Mureta Guia",98625,CONTENÇÃO EM CORTINA COM ESTACAS ESPAÇADAS COM 60 CM DE DIÂMETRO E PROFUNDIDADE ATÉ 20 METROS. AF_02/2025,M2,0.0419,0.0645,0.0669,0.0556,0.0888,0.0856,0.0833,0.0795,0.0816,0.0755,0.0929,0.0685,0.0672,0.0765,0.0728,0.0833,0.0743,0.1039,0.1108,0.0759,0.0632,0.0616,0.0841,0.0885,0.0729,0.1127,0.0701
"Estruturas de Contenção - Estacas, Paredes Diafragma e Mureta Guia",98657,"EXECUÇÃO DE MURETA GUIA PARA CONTENÇÃO/FUNDAÇÃO, PARA LAMELAS ATÉ 0,80 M DE LARGURA. AF_02/2025",M,0.2959,0.3068,0.3484,0.282,0.3907,0.3704,0.3704,0.3867,0.352,0.3421,0.3824,0.3459,0.3197,0.3426,0.3431,0.3567,0.3155,0.4308,0.4521,0.3302,0.3045,0.3256,0.3655,0.3928,0.3262,0.4581,0.333
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",100344,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 10 MM - MONTAGEM. AF_11/2024",KG,0.2149,0.1994,0.2303,0.2023,0.287,0.2592,0.2673,0.2337,0.2904,0.2542,0.2682,0.2244,0.2323,0.2659,0.237,0.2565,0.2456,0.2999,0.3117,0.2291,0.2156,0.2553,0.2417,0.2804,0.2089,0.3207,0.2533
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",100345,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 12,5 MM - MONTAGEM. AF_11/2024",KG,0.1324,0.1204,0.1421,0.1226,0.1825,0.1623,0.1688,0.1443,0.1848,0.1581,0.1691,0.1369,0.1427,0.167,0.1454,0.1608,0.1534,0.1916,0.2006,0.142,0.1314,0.161,0.1507,0.1775,0.127,0.2066,0.1585
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",100346,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 16 MM - MONTAGEM. AF_11/2024",KG,0.0993,0.0904,0.1071,0.0925,0.1392,0.124,0.1291,0.1089,0.1413,0.1208,0.1295,0.1039,0.1091,0.1269,0.1103,0.122,0.1158,0.1468,0.1541,0.1076,0.0987,0.1221,0.1143,0.1349,0.0952,0.1587,0.1199
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",100347,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 20 MM - MONTAGEM. AF_11/2024",KG,0.0677,0.0612,0.0727,0.0625,0.0958,0.0843,0.088,0.074,0.0981,0.0817,0.0885,0.0701,0.0738,0.0876,0.0755,0.0832,0.0788,0.1018,0.1073,0.0721,0.0676,0.083,0.0766,0.0924,0.0645,0.1109,0.0815
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",100348,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 25 MM - MONTAGEM. AF_11/2024",KG,0.0537,0.0491,0.0586,0.05,0.0774,0.0683,0.0706,0.059,0.0787,0.0667,0.0712,0.0565,0.0598,0.0701,0.06,0.0669,0.0629,0.0825,0.0869,0.0584,0.0542,0.0664,0.0621,0.0747,0.0523,0.0891,0.0665
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",100342,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_11/2024",KG,0.4014,0.3781,0.4227,0.383,0.4959,0.4616,0.4717,0.4272,0.4985,0.4538,0.4733,0.4135,0.4255,0.4691,0.4312,0.4568,0.4435,0.5119,0.5251,0.4204,0.4017,0.4563,0.4389,0.4874,0.3918,0.5347,0.4531
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",100343,"ARMAÇÃO DE CORTINA DE CONTENÇÃO EM CONCRETO ARMADO, COM AÇO CA-50 DE 8 MM - MONTAGEM. AF_11/2024",KG,0.3069,0.2862,0.3262,0.2909,0.3938,0.3615,0.3709,0.3298,0.397,0.3548,0.3728,0.3176,0.3286,0.3689,0.3338,0.3576,0.3449,0.4098,0.4225,0.3249,0.3069,0.3563,0.3402,0.3867,0.2984,0.4322,0.3537
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",100349,"CONCRETAGEM DE CORTINA DE CONTENÇÃO, ATRAVÉS DE BOMBA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. AF_11/2024",M3,0.0156,0.0396,0.0307,0.0261,0.0466,0.0502,0.0496,0.044,0.0434,0.039,0.0516,0.0377,0.0341,0.0385,0.0414,0.0477,0.0401,0.0658,0.0644,0.0422,0.0311,0.027,0.0436,0.05,0.0467,0.0646,0.0351
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",105805,"CONTENÇÃO EM PERFIL PRANCHADO COM PRANCHÃO DE MADEIRA, PERFIS ESPAÇADOS A 1,5 M PARA 1 SUBSOLO. AF_11/2024",M2,0.1333,0.1049,0.1414,0.1058,0.1267,0.1208,0.1299,0.1476,0.1282,0.1165,0.1333,0.1154,0.1125,0.1231,0.1098,0.1152,0.1096,0.1553,0.1636,0.1098,0.059,0.1394,0.1284,0.1542,0.109,0.1503,0.1146
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",105806,"CONTENÇÃO EM PERFIL PRANCHADO COM PRANCHÃO DE MADEIRA, PERFIS ESPAÇADOS A 1,5 M PARA 2 OU MAIS SUBSOLOS. AF_11/2024",M2,0.1671,0.1282,0.1733,0.1308,0.1555,0.1476,0.1642,0.1832,0.1552,0.1434,0.1676,0.1465,0.139,0.1494,0.1358,0.1427,0.1348,0.1944,0.2001,0.1312,0.0806,0.1767,0.159,0.1912,0.1319,0.1856,0.1417
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",105807,"CONTENÇÃO EM PERFIL PRANCHADO COM PRANCHÃO DE MADEIRA, PERFIS ESPAÇADOS A 2 M PARA 1 SUBSOLO. AF_11/2024",M2,0.1431,0.1112,0.1505,0.1128,0.1347,0.1282,0.1398,0.1578,0.1356,0.124,0.1432,0.1244,0.1198,0.1302,0.117,0.1228,0.1166,0.1667,0.174,0.1154,0.0654,0.1504,0.1372,0.1649,0.1151,0.1605,0.1222
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",105808,"CONTENÇÃO EM PERFIL PRANCHADO COM PRANCHÃO DE MADEIRA, PERFIS ESPAÇADOS A 2 M PARA 2 OU MAIS SUBSOLOS. AF_11/2024",M2,0.1794,0.1354,0.1845,0.1389,0.1651,0.156,0.1765,0.1957,0.1637,0.1519,0.1799,0.1581,0.1473,0.1573,0.1438,0.1515,0.1429,0.2086,0.2125,0.1371,0.0905,0.1909,0.1703,0.2045,0.1387,0.198,0.1505
"Estruturas de Contenção - Perfis Pranchados, Cortinas e Muros de Arrimo",100341,"FABRICAÇÃO, MONTAGEM E DESMONTAGEM DE FÔRMA PARA CORTINA DE CONTENÇÃO, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E = 18 MM, 10 UTILIZAÇÕES. AF_11/2024",M2,0.4522,0.4226,0.4946,0.4377,0.5587,0.503,0.551,0.5555,0.4744,0.517,0.5524,0.4633,0.4477,0.5171,0.5779,0.5066,0.4751,0.5959,0.5835,0.4728,0.4187,0.5347,0.4769,0.5042,0.4418,0.5668,0.473
Estruturas de Madeira,105042,"PILAR DE MADEIRA ROLIÇA, EUCALIPTO OU EQUIVALENTE DA REGIÃO, FIXADO COM VERGALHÃO, DIÂMETRO DE 12 A 15 CM, APOIO ARTICULADO, COMPRIMENTO DE 3 M. AF_03/2024",M,0.3791,0.3176,0.3877,0.3597,0.3658,0.374,0.3892,0.4048,0.3415,0.3697,0.4328,0.2659,0.3295,0.3873,0.3629,0.3462,0.3486,0.3499,0.3991,0.3549,0.3378,0.3922,0.2801,0.429,0.3469,0.4263,0.3634
Estruturas de Madeira,105046,"PILAR DE MADEIRA ROLIÇA, EUCALIPTO OU EQUIVALENTE DA REGIÃO, FIXADO COM VERGALHÃO, DIÂMETRO DE 12 A 15 CM, APOIO ARTICULADO, COMPRIMENTO DE 6 M. AF_03/2024",M,0.2817,0.2294,0.2887,0.265,0.2679,0.2757,0.289,0.3036,0.2475,0.2723,0.3286,0.1864,0.2382,0.2872,0.2665,0.2517,0.2543,0.2537,0.2965,0.2605,0.2454,0.2922,0.1971,0.3242,0.2538,0.3201,0.2665
Estruturas de Madeira,105095,"PILAR DE MADEIRA ROLIÇA, EUCALIPTO OU EQUIVALENTE DA REGIÃO, FIXADO COM VERGALHÃO, DIÂMETRO DE 16 A 20 CM, APOIO ARTICULADO, COMPRIMENTO DE 3 M. AF_03/2024",M,0.2578,0.2086,0.2645,0.2422,0.245,0.2522,0.2649,0.2786,0.2257,0.249,0.3025,0.1689,0.2172,0.2631,0.2437,0.2297,0.2321,0.2316,0.272,0.2379,0.2237,0.2677,0.1788,0.2983,0.2315,0.2946,0.2435
Estruturas de Madeira,105098,"PILAR DE MADEIRA ROLIÇA, EUCALIPTO OU EQUIVALENTE DA REGIÃO, FIXADO COM VERGALHÃO, DIÂMETRO DE 16 A 20 CM, APOIO ARTICULADO, COMPRIMENTO DE 6 M. AF_03/2024",M,0.1804,0.143,0.1855,0.1684,0.1696,0.1753,0.1853,0.1965,0.155,0.1732,0.2156,0.1132,0.1489,0.1839,0.169,0.1581,0.1601,0.1591,0.1904,0.1649,0.1539,0.1878,0.1202,0.2119,0.1602,0.2081,0.1688
Estruturas de Madeira,105050,"PILAR DE MADEIRA ROLIÇA, EUCALIPTO OU EQUIVALENTE DA REGIÃO, FIXADO COM VERGALHÃO, DIÂMETRO DE 21 A 29 CM, APOIO ARTICULADO, COMPRIMENTO DE 3 M. AF_03/2024",M,0.1267,0.0989,0.1304,0.1177,0.1184,0.1228,0.1302,0.1387,0.1077,0.1211,0.1533,0.0775,0.1032,0.1292,0.1181,0.11,0.1116,0.1107,0.134,0.115,0.1069,0.1322,0.0824,0.1503,0.1116,0.1474,0.1178
Estruturas de Madeira,105053,"PILAR DE MADEIRA ROLIÇA, EUCALIPTO OU EQUIVALENTE DA REGIÃO, FIXADO COM VERGALHÃO, DIÂMETRO DE 21 A 29 CM, APOIO ARTICULADO, COMPRIMENTO DE 6 M. AF_03/2024",M,0.0844,0.0651,0.0869,0.0781,0.0784,0.0815,0.0867,0.0927,0.071,0.0804,0.1031,0.0504,0.0679,0.086,0.0783,0.0726,0.0737,0.073,0.0892,0.0762,0.0705,0.0881,0.0538,0.1009,0.0738,0.0986,0.078
Estruturas de Madeira,105056,"PILAR DE MADEIRA ROLIÇA, EUCALIPTO OU EQUIVALENTE DA REGIÃO, FIXADO COM VERGALHÃO, DIÂMETRO DE 30 A 34 CM, APOIO ARTICULADO, COMPRIMENTO DE 3 M. AF_03/2024",M,0.0936,0.0724,0.0964,0.0867,0.0872,0.0905,0.0962,0.1028,0.0789,0.0893,0.1141,0.0563,0.0756,0.0954,0.0869,0.0807,0.082,0.0812,0.0991,0.0847,0.0785,0.0977,0.06,0.1118,0.082,0.1094,0.0867
Estruturas de Madeira,105058,"PILAR DE MADEIRA ROLIÇA, EUCALIPTO OU EQUIVALENTE DA REGIÃO, FIXADO COM VERGALHÃO, DIÂMETRO DE 30 A 34 CM, APOIO ARTICULADO, COMPRIMENTO DE 6 M. AF_03/2024",M,0.0647,0.0496,0.0666,0.0597,0.0599,0.0624,0.0664,0.0712,0.0541,0.0615,0.0793,0.0383,0.0518,0.0659,0.0599,0.0554,0.0563,0.0557,0.0684,0.0583,0.0539,0.0676,0.0408,0.0776,0.0564,0.0758,0.0596
Estruturas de Madeira,105061,"PILAR DE MADEIRA SERRADA, MAÇARANDUBA OU EQUIVALENTE DA REGIÃO, NÃO APARELHADO, FIXADO COM VERGALHÃO, SEÇÃO QUADRADA 10 X 10 CM, APOIO ARTICULADO, COMPRIMENTO DE 3 M. AF_03/2024",M,0.3569,0.3422,0.418,0.3547,0.3476,0.3071,0.3313,0.3364,0.3717,0.3234,0.2844,0.2741,0.3312,0.3551,0.3409,0.3012,0.3513,0.3045,0.3509,0.279,0.349,0.4262,0.3171,0.2065,0.3368,0.3271,0.3102
Estruturas de Madeira,105064,"PILAR DE MADEIRA SERRADA, MAÇARANDUBA OU EQUIVALENTE DA REGIÃO, NÃO APARELHADO, FIXADO COM VERGALHÃO, SEÇÃO QUADRADA 10 X 10 CM, APOIO ARTICULADO, COMPRIMENTO DE 6 M. AF_03/2024",M,0.2534,0.2417,0.3061,0.2519,0.2441,0.2114,0.231,0.2355,0.2647,0.2249,0.1935,0.1861,0.2317,0.2506,0.2393,0.2068,0.2481,0.2088,0.2463,0.1901,0.2465,0.3132,0.2197,0.135,0.2369,0.2265,0.214
Estruturas de Madeira,105068,"PILAR DE MADEIRA SERRADA, MAÇARANDUBA OU EQUIVALENTE DA REGIÃO, NÃO APARELHADO, FIXADO COM VERGALHÃO, SEÇÃO QUADRADA 15 X 15 CM, APOIO ARTICULADO, COMPRIMENTO DE 3 M. AF_03/2024",M,0.2252,0.2176,0.2783,0.2248,0.2169,0.1847,0.2028,0.2064,0.2394,0.1978,0.1659,0.1655,0.2067,0.2221,0.2124,0.1815,0.2219,0.1833,0.2174,0.165,0.221,0.2852,0.1983,0.1132,0.2106,0.197,0.1876
Estruturas de Madeira,105071,"PILAR DE MADEIRA SERRADA, MAÇARANDUBA OU EQUIVALENTE DA REGIÃO, NÃO APARELHADO, FIXADO COM VERGALHÃO, SEÇÃO QUADRADA 15 X 15 CM, APOIO ARTICULADO, COMPRIMENTO DE 6 M. AF_03/2024",M,0.1496,0.1444,0.1897,0.1494,0.143,0.1199,0.1329,0.1356,0.1596,0.1295,0.1068,0.1067,0.1359,0.1469,0.14,0.1177,0.147,0.1188,0.1431,0.1063,0.1464,0.1949,0.1297,0.071,0.1389,0.1284,0.1221
Estruturas de Madeira,105074,"PILAR DE MADEIRA SERRADA, MAÇARANDUBA OU EQUIVALENTE DA REGIÃO, NÃO APARELHADO, FIXADO COM VERGALHÃO, SEÇÃO QUADRADA 20 X 20 CM, APOIO ARTICULADO, COMPRIMENTO DE 3 M. AF_03/2024",M,0.149,0.1447,0.1902,0.1492,0.1427,0.119,0.132,0.1345,0.1604,0.1287,0.1052,0.1069,0.1359,0.1463,0.1395,0.117,0.147,0.1181,0.1424,0.1053,0.1466,0.1955,0.1306,0.0696,0.1386,0.1271,0.1212
