codigo,descricao,Grupo,Classe
22608,INSTALACAO / MANUTENCAO CENTRAL GAS,"SERVI¿S RELATIVOS A ELETRICIDADE,G¿S, E A DISTRIBUI¿O DE ¿GUA",INVALIDO
2585,MANUTENCAO DE PAINEIS ELETRICOS E SISTEMAS FOTOVOTAICOS,"SERVI¿S RELATIVOS A ELETRICIDADE,G¿S, E A DISTRIBUI¿O DE ¿GUA","SERVIÇOS RELATIVOS A ELETRICIDADE, GÁS, E A DISTRIBUIÇÃO DE ÁGUA"
965,SONDAGENS TERRESTRES A PERCUSSAO / ROTATIVO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
1996,MANUTENCAO / INSTALACAO E MONTAGEM DE INSTRUMENTACAO DE CONTROLE,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2275,MANUTENCAO DE TURBINAS A VAPOR,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2283,MANUTENCAO DE TURBINAS A GAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2291,MANUTENCAO DE HIDROGERADORES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2305,MANUTENCAO GERADOR - VAPOR / GASOLINA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2321,MANUTENCAO DE MOTORES A COMBUSTAO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2330,MANUTENCAO DE BOMBAS E MOTO-BOMBAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2348,MANUTENCAO DE TROCADORES DE CALOR,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2356,MANUTENCAO DE GRUPOS DIESEL GERADOR DE EMERGENCIA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2364,MANUTENCAO DE CALDEIRAS E ESTUFAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2372,MANUTENCAO DE PONTES E PORTICOS ROLANTES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2380,MANUTENCAO DE TALHAS E MONOVIAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2399,MANUTENCAO DE EQUIPAMENTOS HIDROMECANICOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2402,MANUTENCAO DE VALVULAS E ATUADORES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2410,MANUTENCAO DE AGITADORES MECANICOS INDUSTRIAIS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2429,MANUTENCAO DE REDUTORES DE VELOCIDADE,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2437,MANUTENCAO DE EQUIPAMENTOS DE BRITAGEM E MOAGEM,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2445,MANUTENCAO DE CORREIAS TRANSPORTADORAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2453,MANUTENCAO DE MAQUINAS PORTATEIS / OPERATRIZES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2461,MANUTENCAO DE AUTOCLAVES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2470,MANUTENCAO DE PRE - AQUECEDORES / AQUECEDORES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2488,MANUTENCAO DE SEPARADORES DE SEDIMENTOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2496,MANUTENCAO DE SILOS E CALHAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2500,MANUTENCAO DE TANQUES E ESFERAS DE ARMAZENAMENTO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2518,MANUTENCAO DE VASOS DE PRESSAO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2526,MANUTENCAO DE CONDUTOS FORCADOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2534,MANUTENCAO DE FORNOS E FORNALHAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2542,MANUTENCAO DE PENEIRAS INDUSTRIAIS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2569,MANUTENCAO DE REATORES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2577,MANUTENCAO DE BARRAMENTOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2615,MANUTENCAO DE MOTORES ELETRICOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2623,MANUTENCAO / REPARO - BATERIA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2631,MANUTENCAO DE CAPACITORES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2640,MANUTENCAO DE COMPENSADORES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2720,MANUTENCAO DE INSTRUMENTOS ELETRICOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2739,INSTALACAO/MANUTENCAO- EQUIPAMENTO ELETRONICO/ELETROMECANICO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2747,MANUTENCAO DE INSTRUMENTOS PNEUMATICOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2755,MANUTENCAO DE SISTEMAS DE TUBULACOES INDUSTRIAIS E CALDEIRA-RIA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2763,MANUTENCAO DE SISTEMAS DE PROTECAO CONTRA INCENDIO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2771,AR CONDICIONADO - MANUTENCAO DE SISTEMAS / LIMPEZA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2780,MANUTENCAO DE SISTEMAS DE VENTILACAO E EXAUSTOR,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2798,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2810,MANUTENCAO DE SISTEMAS DE SINALIZACAO FERROVIARIA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2852,MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
2879,MANUTENCAO DE LINHAS DE DISTRIBUICAO DE ENERGIA ELETRICA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
3166,MANUTENCAO DE TURBINAS HIDRAULICAS / TERMELETRICAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
3620,MANUTENCAO E REPARO DE MAQUINAS DE ESCAVACAO E TERRAPLANAGEM,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
3638,MANUTENCAO / REPARO - EQUIPAMENTO ELEVACAO  /  MOVIMENTACAO CARGA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
3670,MANUTENCAO DE EQUIPAMENTOS DE COZINHA INDUSTRIAL,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4723,INSPECOES E TESTES EM MATERIAIS E EQUIPAMENTOS MECANICOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4731,INSPECOES E TESTES EM EQUIPAMENTOS MECANICOS EM OPERACAO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4782,"MANUTENCAO / INSTALACAO DE TRANSFORMADORES ATE 34,5KV","SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4790,"MANUTENCAO / INSTALACAO DE TRANSFORMADORES ACIMA DE 34,5KV","SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4804,MANUTENCAO DE CHAVES SECCIONADORAS ATE 69KV,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4812,MANUTENCAO DE CHAVES SECCIONADORAS ACIMA DE 69KV,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4820,MANUTENCAO DE DISJUNTORES ATE 69KV,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4839,MANUTENCAO DE DISJUNTORES ACIMA DE 69KV,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4847,MANUTENCAO DE MEDIDORES RESIDENCIAIS DE ENERGIA ELETRICA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4855,MANUTENCAO DE MEDIDORES INDUSTRIAIS DE ENERGIA ELETRICA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4871,MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA ATE 69KV,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4880,MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA ATE 138KV,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4898,MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA ATE 230KV,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4901,MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA ATE 500KV,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4910,MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA ACIMA DE 500KV,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
4928,MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA BLINDADAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
5657,ENROLAMENTO DE CAMPO DE MOTOR ELETRICO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
20788,CONFECCAO / INSTALACAO / MANUTENCAO - TANQUE TERMICO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
20796,INSTALACAO / MANUTENCAO - CAMARA FRIA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
21407,MANUTENCAO SISTEMA COLETA A VACUO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
22012,INSTALACAO / MANUTENCAO SUPORTE PROJECAO VISUAL,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
25178,LIMPEZA EM APARELHO DE  ULTRASSOM COM USO DE DETERGENTE ENZIMATICO/DESOXIDANTE.,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
27952,MANUTENÇÃO / REPARO - MEDIDOR / SENSOR DE FLUXO - VAZÃO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",INVALIDO
1104,GALVANIZACAO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,EXCETO MAQUINARIA E EQUIPQMENTOS"
1112,METALIZACAO / ANODIZACAO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,EXCETO MAQUINARIA E EQUIPQMENTOS"
1120,CROMACAO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,EXCETO MAQUINARIA E EQUIPQMENTOS"
5592,"INSTALACAO / MANUTENCAO HIDROSSANITARIAS - PREDIAL, INDUSTRIAL","SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,EXCETO MAQUINARIA E EQUIPQMENTOS"
22632,MANUTENCAO BOMBA COMBUSTIVEL,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,EXCETO MAQUINARIA E EQUIPQMENTOS"
22659,MANUTENCAO E REPARO EQUIPAGEM PASSADEIRAS ALUMINIO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,EXCETO MAQUINARIA E EQUIPQMENTOS"
25356,SERVICO DE LANTERNAGEM E PINTURA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,EXCETO MAQUINARIA E EQUIPQMENTOS"
3450,MANUTENCAO DE MAQUINAS DE ESCREVER,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA DE ESCRITÓRIO E CONTABILIDADE
3468,MANUTENCAO DE MAQUINAS DE CALCULAR,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA DE ESCRITÓRIO E CONTABILIDADE
3476,MANUTENCAO DE FAC-SIMILE,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA DE ESCRITÓRIO E CONTABILIDADE
3484,MANUTENCAO DE TELEX,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA DE ESCRITÓRIO E CONTABILIDADE
5827,MANUTENCAO / REPARO MAQUINA COPIADORA/ DUPLICADORA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA DE ESCRITÓRIO E CONTABILIDADE
6017,MANUTENCAO EM MAQUINA DE ASSINAR,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA DE ESCRITÓRIO E CONTABILIDADE
17248,MANUTENCAO APARELHO TELEFONICO / CELULAR,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA DE ESCRITÓRIO E CONTABILIDADE
1260,INFORMATICA - MANUTENCAO/INSTALACAO SISTEMAS / PERIFERICOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO,REPARO E ATENÇÃO AO EQUIPAMENTO DE INFORMÁTICA"
3530,INFORMATICA - MANUTENCAO DE COMPUTADORES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO,REPARO E ATENÇÃO AO EQUIPAMENTO DE INFORMÁTICA"
27111,SERVICOS DE INSTALACAO DE EQUIPAMENTOS DE TI (COMPUTADORES E SEUS PERIFERICOS),"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS","SERVIÇOS DE MANUTENÇÃO,REPARO E ATENÇÃO AO EQUIPAMENTO DE INFORMÁTICA"
3565,MANUTENCAO DE VEICULOS LEVES / PESADOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
3573,MANUTENCAO DE VEICULOS PESADOS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
3646,MANUTENCAO DE LOCOMOTIVAS,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
3654,MANUTENCAO DE CARROS FERROVIARIOS E VAGOES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
5843,MANUTENCAO DE VEICULOS PESADOS - PARTE ELETRICA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
5851,MANUTENCAO DE VEICULOS LEVES - PARTE ELETRICA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
5860,MANUTENCAO DE VEICULOS LEVES - PARTE MECANICA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
5878,MANUTENCAO DE VEICULOS PESADOS - PARTE MECANICA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
10146,ALINHAMENTO EM VEICULO AUTOMOTIVO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
10154,BALANCEAMENTO EM VEICULO AUTOMOTIVO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
10162,CAMBAGEM E CASTER EM VEICULO AUTOMOTIVO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
12580,MANUTENCAO E REPARO EM SISTEMA ELETRICO DE MOTOCICLETA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
12599,MANUTENCAO E REPARO EM SISTEMA MECANICO DE MOTOCICLETA,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
15253,ASSISTENCIA TECNICA - VEICULO AUTOMOTIVO,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
15393,CONSERTO / MANUTENCAO AMORTECEDOR,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
15520,POSTO DE SERVICO (VEICULO) - FABRICACAO/INSTALACAO DE COMPO-NENTES,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
15997,MANUTENCAO E REPARO - EIXO CARDAN,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
16098,MANUTENCAO AERONAVE - AVIAO / HELICOPTERO / ULTRALEVE,"SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS",SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE
